trades_count,avg_closedPnL,total_volume
3,5.221024333333333,4314.542944500001
3,-0.0009786666666666665,39701.268280000004
3,32.909933333333335,29210.0
3,-19.521629666666666,12314.726439999999
3,0.0,8272.4896347
3,0.0,9679.58894
3,-0.04126333333333333,7316.3849
2,-14.7190305,6650.4
2,6.119278,3332.94751372
2,0.6545385,123.34564499999999
2,0.0,186.70535999999998
2,0.0,111283.10691
2,0.0,396.7993705
2,0.0,9461.89169
2,95.7648,142.0
2,-10.331773,78.48
2,7.977398,37753.95229
2,17.080789,7964.0
2,-1.58682,212.0
2,30.30695,124.4
2,2.23487,7388.0
2,0.00945,54.0
2,180.3230025,31422.0
1,0.0,35870.82982
1,0.0,1477.81244
1,0.0,8.99
1,0.0,38.0606974
1,0.0,14.05914569
1,0.0,5356.19957
1,0.0,0.6
1,0.0,3054.266604
1,-5981.36399,5996.92
1,0.0,1575.74528
1,0.0,31.43432
1,0.0,39.58085
1,0.0,234.5671466
1,0.0,5399.571247
1,0.0,60.60131
1,0.0,16.4860535
